orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
8571,Aaron Smayling,Standard Class,212.8,2,0,95.76,Consumer,East,New York,Accessories                                       ,Technology,20,Dienstag,9,2016,26,9,2016,6
8572,Karl Brown,First Class,46.688,4,0.2,-2.918,Home Office,Central,Texas,Accessories                                       ,Technology,7,Samstag,9,2013,10,9,2013,3
8573,Sung Shariari,Second Class,23.344,2,0.2,-1.459,Corporate,West,Arizona,Accessories                                       ,Technology,21,Freitag,11,2014,23,11,2014,2
8574,Craig Carroll,First Class,11.672,1,0.2,-0.7295,Consumer,South,Florida,Accessories                                       ,Technology,15,Sonntag,6,2014,17,6,2014,2
8575,Lela Donovan,Standard Class,46.688,4,0.2,-2.918,Consumer,West,Colorado,Accessories                                       ,Technology,10,Samstag,5,2014,15,5,2014,5
8576,Lela Donovan,Standard Class,35.016,3,0.2,-2.1885,Consumer,Central,Illinois,Accessories                                       ,Technology,14,Samstag,12,2013,19,12,2013,5
8577,Lela Donovan,First Class,102.13,7,0,15.3195,Corporate,West,Washington,Accessories                                       ,Technology,11,Montag,11,2013,13,11,2013,2
8578,Nicole Brennan,Standard Class,119.976,3,0.2,22.4955,Corporate,East,Ohio,Accessories                                       ,Technology,8,Sonntag,11,2015,13,11,2015,5
8579,Tanja Norvell,Standard Class,39.992,1,0.2,7.4985,Consumer,East,Pennsylvania,Accessories                                       ,Technology,11,Mittwoch,3,2015,15,3,2015,4
8580,Harold Dahlen,Standard Class,449.91,9,0,157.4685,Home Office,East,New York,Accessories                                       ,Technology,29,Freitag,1,2016,2,2,2016,4
8581,Emily Grady,Standard Class,249.95,5,0,87.4825,Corporate,East,New York,Accessories                                       ,Technology,27,Donnerstag,8,2015,1,9,2015,5
8582,Emily Grady,Standard Class,149.97,3,0,52.4895,Home Office,East,Delaware,Accessories                                       ,Technology,26,Montag,8,2013,1,9,2013,6
8583,Sally Matthias,First Class,159.968,4,0.2,29.994,Corporate,West,Oregon,Accessories                                       ,Technology,14,Freitag,11,2014,17,11,2014,3
8584,Sally Matthias,First Class,99.98,2,0,34.993,Consumer,West,California,Accessories                                       ,Technology,5,Samstag,10,2013,6,10,2013,1
8585,Lena Creighton,Standard Class,149.97,3,0,52.4895,Consumer,West,California,Accessories                                       ,Technology,13,Montag,5,2013,17,5,2013,4
8586,Lena Creighton,Standard Class,199.96,4,0,69.986,Consumer,West,California,Accessories                                       ,Technology,13,Sonntag,4,2014,19,4,2014,6
8587,Mitch Willingham,Standard Class,357,3,0,57.12,Consumer,East,New York,Accessories                                       ,Technology,1,Sonntag,9,2013,5,9,2013,4
8588,Sally Matthias,Standard Class,595,5,0,95.2,Consumer,West,California,Accessories                                       ,Technology,19,Donnerstag,11,2015,23,11,2015,4
8589,Justin Knight,Standard Class,238,2,0,38.08,Consumer,East,Connecticut,Accessories                                       ,Technology,20,Sonntag,3,2016,24,3,2016,4
8590,Janet Lee,Second Class,1071,9,0,171.36,Consumer,East,New York,Accessories                                       ,Technology,22,Donnerstag,9,2016,24,9,2016,2
8591,Janet Lee,Standard Class,238,2,0,38.08,Corporate,East,New York,Accessories                                       ,Technology,2,Freitag,9,2016,6,9,2016,4
8592,Janet Lee,Standard Class,595,5,0,95.2,Corporate,West,New Mexico,Accessories                                       ,Technology,12,Mittwoch,10,2016,18,10,2016,6
8593,Jim Radford,Standard Class,666.4,7,0.2,-33.32,Home Office,Central,Texas,Accessories                                       ,Technology,24,Montag,8,2015,31,8,2015,7
8594,Jim Radford,Second Class,238,2,0,38.08,Consumer,West,California,Accessories                                       ,Technology,27,Samstag,7,2013,29,7,2013,2
8595,Ritsa Hightower,Second Class,17.88,3,0.2,2.4585,Consumer,South,Florida,Accessories                                       ,Technology,24,Samstag,9,2016,26,9,2016,2
8596,Theone Pippenger,Second Class,23.84,4,0.2,3.278,Consumer,Central,Illinois,Accessories                                       ,Technology,12,Freitag,7,2013,15,7,2013,3
8597,Corey Catlett,Standard Class,41.72,7,0.2,5.7365,Consumer,Central,Texas,Accessories                                       ,Technology,4,Mittwoch,3,2015,9,3,2015,5
8598,Corey Catlett,Standard Class,99.98,2,0,42.9914,Corporate,East,Vermont,Accessories                                       ,Technology,23,Freitag,1,2015,27,1,2015,4
8599,Corey Catlett,First Class,199.96,4,0,85.9828,Consumer,West,California,Accessories                                       ,Technology,19,Samstag,3,2016,22,3,2016,3
8600,Frank Merwin,Standard Class,99.98,2,0,42.9914,Consumer,Central,Michigan,Accessories                                       ,Technology,3,Donnerstag,3,2016,10,3,2016,7
8601,Ed Jacobs,Second Class,79.984,2,0.2,22.9954,Consumer,East,Pennsylvania,Accessories                                       ,Technology,22,Donnerstag,9,2016,26,9,2016,4
8602,Ed Jacobs,Standard Class,249.95,5,0,107.4785,Consumer,South,Georgia,Accessories                                       ,Technology,20,Sonntag,9,2015,24,9,2015,4
8603,Carlos Soltero,Standard Class,99.98,2,0,42.9914,Corporate,South,Louisiana,Accessories                                       ,Technology,4,Donnerstag,4,2013,8,4,2013,4
8604,Carlos Soltero,Standard Class,279.944,7,0.2,80.4839,Consumer,West,Oregon,Accessories                                       ,Technology,7,Mittwoch,9,2016,12,9,2016,5
8605,Carol Darley,First Class,299.94,6,0,128.9742,Consumer,West,California,Accessories                                       ,Technology,12,Freitag,12,2014,15,12,2014,3
8606,Stefanie Holloman,Standard Class,165.6,3,0.2,-6.21,Corporate,West,Colorado,Accessories                                       ,Technology,3,Donnerstag,12,2015,9,12,2015,6
8607,Noel Staavos,Standard Class,110.4,2,0.2,-4.14,Consumer,South,Florida,Accessories                                       ,Technology,3,Freitag,6,2016,10,6,2016,7
8608,Noel Staavos,Standard Class,55.2,1,0.2,-2.07,Consumer,Central,Texas,Accessories                                       ,Technology,23,Sonntag,10,2016,28,10,2016,5
8609,Noel Staavos,Standard Class,165.6,3,0.2,-6.21,Corporate,Central,Texas,Accessories                                       ,Technology,3,Samstag,1,2015,8,1,2015,5
8610,Noel Staavos,Standard Class,345,5,0,58.65,Home Office,West,Washington,Accessories                                       ,Technology,11,Freitag,10,2013,16,10,2013,5
8611,Noel Staavos,Standard Class,165.6,3,0.2,-6.21,Corporate,Central,Texas,Accessories                                       ,Technology,18,Freitag,12,2015,22,12,2015,4
8612,Shahid Shariari,Standard Class,178.11,3,0,32.0598,Consumer,Central,Wisconsin,Accessories                                       ,Technology,8,Donnerstag,12,2016,13,12,2016,5
8613,Shahid Shariari,Second Class,296.85,5,0,53.433,Consumer,Central,Missouri,Accessories                                       ,Technology,10,Samstag,9,2016,15,9,2016,5
8614,Barry Gonzalez,Same Day,142.488,3,0.2,-3.5622,Consumer,East,Ohio,Accessories                                       ,Technology,3,Donnerstag,10,2013,3,10,2013,0
8615,Maribeth Schnelling,Second Class,94.992,2,0.2,-2.3748,Consumer,Central,Texas,Accessories                                       ,Technology,25,Mittwoch,11,2015,27,11,2015,2
8616,Harold Ryan,First Class,47.496,1,0.2,-1.1874,Consumer,East,Pennsylvania,Accessories                                       ,Technology,19,Dienstag,11,2013,21,11,2013,2
8617,Grant Thornton,Standard Class,90.57,3,0,11.7741,Consumer,West,Washington,Accessories                                       ,Technology,29,Freitag,7,2016,2,8,2016,4
8618,Ted Trevino,Second Class,90.57,3,0,11.7741,Consumer,West,California,Accessories                                       ,Technology,16,Freitag,1,2015,20,1,2015,4
8619,Carl Ludwig,First Class,169.064,7,0.2,-14.7931,Corporate,West,Colorado,Accessories                                       ,Technology,15,Freitag,1,2016,17,1,2016,2
8620,Carl Ludwig,First Class,527.92,2,0.2,85.787,Consumer,East,Pennsylvania,Accessories                                       ,Technology,7,Donnerstag,7,2016,9,7,2016,2
8621,Don Miller,Standard Class,263.96,1,0.2,42.8935,Consumer,East,Ohio,Accessories                                       ,Technology,14,Samstag,12,2013,21,12,2013,7
8622,Linda Southworth,Standard Class,659.9,2,0,217.767,Consumer,East,New York,Accessories                                       ,Technology,17,Mittwoch,9,2014,23,9,2014,6
8623,Linda Southworth,Same Day,2309.65,7,0,762.1845,Consumer,East,New York,Accessories                                       ,Technology,31,Donnerstag,7,2014,31,7,2014,0
8624,Lena Radford,Standard Class,659.9,2,0,217.767,Consumer,South,Louisiana,Accessories                                       ,Technology,31,Mittwoch,8,2016,5,9,2016,5
8625,Dave Poirier,Standard Class,1979.7,6,0,653.301,Corporate,South,Virginia,Accessories                                       ,Technology,31,Sonntag,5,2015,4,6,2015,4
8626,Dave Poirier,Standard Class,1649.75,5,0,544.4175,Consumer,Central,Wisconsin,Accessories                                       ,Technology,15,Donnerstag,10,2015,20,10,2015,5
8627,Liz MacKendrick,Standard Class,791.88,3,0.2,128.6805,Home Office,Central,Texas,Accessories                                       ,Technology,12,Mittwoch,10,2016,16,10,2016,4
8628,Liz MacKendrick,Standard Class,659.9,2,0,217.767,Corporate,West,California,Accessories                                       ,Technology,25,Mittwoch,11,2015,1,12,2015,6
8629,Rick Wilson,Standard Class,1319.8,5,0.2,214.4675,Corporate,East,Pennsylvania,Accessories                                       ,Technology,25,Donnerstag,2,2016,29,2,2016,4
8630,Aleksandra Gannaway,First Class,21.48,3,0.2,-0.2685,Consumer,Central,Texas,Accessories                                       ,Technology,29,Samstag,11,2014,30,11,2014,1
8631,Aleksandra Gannaway,Standard Class,17.9,2,0,3.401,Consumer,West,Washington,Accessories                                       ,Technology,12,Sonntag,10,2014,17,10,2014,5
8632,Aleksandra Gannaway,First Class,26.85,3,0,5.1015,Consumer,South,Arkansas,Accessories                                       ,Technology,7,Sonntag,6,2015,8,6,2015,1
8633,Sean Christensen,Standard Class,53.7,6,0,10.203,Consumer,South,Louisiana,Accessories                                       ,Technology,11,Mittwoch,6,2014,16,6,2014,5
8634,John Lucas,Standard Class,44.75,5,0,8.5025,Consumer,West,Washington,Accessories                                       ,Technology,11,Freitag,12,2015,18,12,2015,7
8635,Nona Balk,Standard Class,44.75,5,0,8.5025,Corporate,West,California,Accessories                                       ,Technology,3,Freitag,6,2016,7,6,2016,4
8636,Art Ferguson,Standard Class,44.75,5,0,8.5025,Corporate,South,Arkansas,Accessories                                       ,Technology,14,Mittwoch,12,2016,20,12,2016,6
8637,Ed Ludwig,Second Class,50.12,7,0.2,-0.6265,Home Office,Central,Illinois,Accessories                                       ,Technology,1,Mittwoch,7,2015,4,7,2015,3
8638,Ed Ludwig,Standard Class,50.12,7,0.2,-0.6265,Consumer,Central,Texas,Accessories                                       ,Technology,2,Mittwoch,4,2014,7,4,2014,5
8639,Annie Cyprus,Standard Class,17.9,2,0,3.401,Corporate,West,California,Accessories                                       ,Technology,3,Mittwoch,9,2014,9,9,2014,6
8640,Carl Ludwig,First Class,26.85,3,0,5.1015,Home Office,West,California,Accessories                                       ,Technology,11,Mittwoch,3,2015,14,3,2015,3
8641,Lisa Hazard,Second Class,71.6,8,0,13.604,Consumer,East,New York,Accessories                                       ,Technology,17,Donnerstag,3,2016,22,3,2016,5
8642,Lisa Hazard,First Class,7.16,1,0.2,-0.0895,Corporate,West,Arizona,Accessories                                       ,Technology,2,Mittwoch,10,2013,5,10,2013,3
8643,Lisa Hazard,Same Day,100,4,0,21,Consumer,South,Virginia,Accessories                                       ,Technology,7,Samstag,2,2015,7,2,2015,0
8644,Hallie Redmond,Standard Class,100,4,0,21,Home Office,West,Washington,Accessories                                       ,Technology,27,Sonntag,9,2015,1,10,2015,4
8645,Roger Barcio,Second Class,50,2,0,10.5,Consumer,West,California,Accessories                                       ,Technology,14,Sonntag,12,2014,19,12,2014,5
8646,Carlos Soltero,Standard Class,50,2,0,10.5,Consumer,West,Washington,Accessories                                       ,Technology,8,Freitag,7,2016,15,7,2016,7
8647,Joni Blumstein,Second Class,100,4,0,21,Corporate,West,California,Accessories                                       ,Technology,25,Sonntag,10,2015,29,10,2015,4
8648,Deanra Eno,Second Class,40,2,0.2,0.5,Consumer,East,Ohio,Accessories                                       ,Technology,28,Montag,12,2015,31,12,2015,3
8649,Trudy Schmidt,Standard Class,389.97,3,0,132.5898,Consumer,West,Washington,Accessories                                       ,Technology,12,Freitag,6,2015,16,6,2015,4
8650,Trudy Schmidt,Standard Class,389.97,3,0,132.5898,Corporate,Central,South Dakota,Accessories                                       ,Technology,20,Mittwoch,7,2016,25,7,2016,5
8651,Becky Pak,Standard Class,519.96,4,0,176.7864,Consumer,West,California,Accessories                                       ,Technology,18,Freitag,7,2014,22,7,2014,4
8652,Becky Pak,First Class,389.97,3,0,132.5898,Home Office,West,California,Accessories                                       ,Technology,20,Montag,7,2015,22,7,2015,2
8653,Aaron Smayling,First Class,207.984,2,0.2,36.3972,Corporate,Central,Texas,Accessories                                       ,Technology,25,Sonntag,5,2014,28,5,2014,3
8654,Susan Vittorini,Second Class,259.98,2,0,88.3932,Home Office,East,Massachusetts,Accessories                                       ,Technology,27,Donnerstag,11,2014,29,11,2014,2
